gene	control	dpi1
PIAS4	0	0.442999995
GPD1L	0	0.26345475
ARHGAP18	0	0.313326255
TMTC2	0	0.601999238
ASCC3	0	0.177326223
MICALL1	0	0.321522385
ZNF664	0	0.129623533
VPS8	0	0.164053785
MPP5	0	0.074913293
STAG2	0	0.428558048
FNBP4	0	0.06673995
LCORL	0	0.078208898
SDR16C5	0	0.508774503
GTPBP8	0	0.299254913
ZCCHC7	0	0.0926556
GUF1	0	0.350786608
D2HGDH	0	0.138961918
RYBP	0	0.04929666
PNKD	0	0.129158393
GALNT4	0	0.423004163
MINK1	0	0.36229798
TOMM5	0	0.11084777
TMEM55A	0	0.10441256
KLHL36	0	0.197593338
HDDC3	0	0.760858385
ZADH2	0	0.631883478
CHCHD4	0	0.497947943
MARVELD2	0	0.017295195
CBR4	0	0.136592863
MMGT1	0	0.39573721
ZNF808	0	0.75852692
CRACR2B	0	0.082409285
TMEM199	0	0.108367745
AFAP1	0	0.202615995
MREG	0	0.750389958
ZCCHC9	0	0.034185783
OXR1	0	0.29503861
ZGPAT	0	0.110803478
SRBD1	0	0.127704583
TAB3	0	0.344144528
WDTC1	0	0.15271427
NKAP	0	0.26074395
SMIM20	0	0.16911217
TMEM57	0	0.527839993
FAM89B	0	-0.005026103
ARRDC1	0	0.07041221
DHRSX	0	0.355202755
FAM63A	0	0.098261895
CISD2	0	0.048532928
RPP25L	0	0.007614235
ATPAF2	0	0.145313975
TTC9C	0	0.057035423
JAGN1	0	0.167131503
MRPL50	0	0.127922515
PARP16	0	0.141536725
AADAT	0	0.216503138
FAM160A2	0	0.12078071
COMMD1	0	0.431181133
CPSF7	0	0.085817163
ARFGAP2	0	0.09235037
OTUD6B	0	0.073531458
NATD1	0	0.16767991
METTL13	0	0.089432263
SERP2	0	1.795045315
ARL6IP6	0	-0.003981865
ARFGAP1	0	0.068314558
SIRT6	0	0.085377318
ZNF655	0	0.728404818
CDKN2A	0	0.204347505
EMC1	0	0.114282973
PAF1	0	0.07865519
CCNYL1	0	0.13100919
UBR7	0	0.140890235
ZNF611	0	0.741352125
DDX51	0	0.32114266
PDCD7	0	0.64463574
SLC25A29	0	0.36011957
ARL14EP	0	-0.022043025
ENAH	0	0.201649763
ATP6V0D2	0	0.322889325
ZFP41	0	0.469118435
GPATCH11	0	0.668946443
CEP120	0	0.161967498
ZNF709	0	0.334617238
MRPL43	0	0.178328693
JMY	0	0.293638413
GDPD1	0	0.159025805
SYT2	0	0.707592425
TMEM102	0	0.235687038
ASCC1	0	0.026051418
LRRC57	0	-0.00184506
EIF1AD	0	0.103418973
SREK1IP1	0	0.114592893
SCAI	0	0.30780154
KRI1	0	0.091608065
C12ORF50	0	0.024109963
ZNF579	0	0.186153223
POMGNT2	0	0.70508727
PRPF38A	0	0.011451463
KDF1	0	0.079725093
PDDC1	0	0.360521253
ZFP62	0	0.137768153
KDM1B	0	0.35385266
SPATA5	0	0.173745588
NHLRC2	0	0.23428928
AVL9	0	0.058051043
XXYLT1	0	0.491041518
GOLM1	0	0.454517968
COLGALT1	0	0.989711755
SUMF2	0	0.147740858
SIDT2	0	0.27533
SUMF1	0	0.048007015
POGLUT1	0	0.337153508
UBAC2	0	0.10794186
PCYOX1L	0	0.137987845
TMEM87A	0	0.108270233
RDH13	0	0.26860934
TTC13	0	0.288718673
MFSD9	0	0.635616458
PCSK9	0	0.539488665
HSD17B11	0	0.123438128
TXNDC5	0	0.144238495
ATAD1	0	0.01107038
SLC38A9	0	0.09901153
SCCPDH	0	0.08871269
INO80E	0	0.075108663
UXS1	0	0.24704882
RNF149	0	0.653876955
FAM134A	0	-0.081618165
SERBP1	0	0.055627323
KCT2	0	0.144395428
LEMD2	0	0.150502585
NOA1	0	0.186200213
RBBP8NL	0	-0.056551013
FAM98A	0	0.363091095
PLA2G15	0	0.075412203
TSEN2	0	0.183627653
MTMR14	0	0.033889993
NFATC2IP	0	0.267158745
DAGLB	0	0.09358856
CHST14	0	0.13887891
DYNC2H1	0	0.30766147
ZBTB34	0	0.453382725
RNF169	0	0.286117903
PDPR	0	0.340615243
LINC00116	0	0.626597228
APOA1BP	0	0.068509998
GALNT11	0	-0.00667819
SMG8	0	0.054149335
RNF214	0	0.428309615
PPFIBP2	0	0.156274898
LSM14A	0	0.271060565
CCNY	0	0.196055733
ZNF280C	0	0.045375215
MROH1	0	0.037071478
MAPK1IP1L	0	0.237472855
C1ORF131	0	0.334731905
PAPD5	0	0.03747066
NPEPL1	0	0.068030635
EHBP1	0	0.198211928
RBM15B	0	0.102484843
SMC1B	0	0.034573255
PHC3	0	-0.087315815
ZNF740	0	0.030169858
C3ORF58	0	0.236817815
CNNM3	0	0.169204738
CHDH	0	0.214321998
ABCF1	0	0.09110258
MCU	0	0.427679513
PIK3C3	0	0.065442343
SRFBP1	0	0.180344993
MNS1	0	0.337372625
NGDN	0	0.072738618
PDZD8	0	0.131066155
ZNF555	0	0.173954373
APPL2	0	0.39561345
CSNK2A3	0	0.05029812
SLC30A7	0	0.171838133
PPHLN1	0	0.03498425
VPS37A	0	0.169724243
KMT2C	0	0.130560583
FBXO22	0	0.05323531
LPCAT1	0	0.302139873
DOCK8	0	0.76574446
ZMIZ2	0	0.230655635
SYNE1	0	0.22469904
ZNF397	0	0.162648383
USP32	0	0.179988773
BOD1L1	0	0.098058828
ARID1B	0	0.186531018
FLAD1	0	0.09501301
FLCN	0	0.362711078
NUP43	0	0.201615418
NUP37	0	0.14215993
NUP35	0	-0.011972473
ENGASE	0	0.206350483
GPRC5A	0	0.142561188
B3GNT7	0	0.3298263
TOR1AIP2	0	0.514986703
TSTD1	0	-0.001618098
ABHD11	0	0.184387505
CMAS	0	0.171023498
FBXO18	0	0.486393465
CADM4	0	0.242370645
TSPAN14	0	0.323178855
PJA1	0	0.09000226
TTL	0	0.147357548
ATL2	0	0.11968942
KDM2B	0	0.02049658
MOSPD2	0	0.501950738
PLBD2	0	0.25085737
DDX55	0	0.135697593
TDRD7	0	0.30100737
NEDD1	0	0.086401583
CDC26	0	0.67558774
MCFD2	0	0.165532813
THOC2	0	0.11139464
INADL	0	-0.007847418
WDR36	0	0.23896963
PPTC7	0	0.203424388
CTCFL	0	0.219564128
ADCK3	0	0.425601115
ANGPTL6	0	1.10211159
RP9	0	0.598012753
GRPEL2	0	0.65278537
SNIP1	0	0.097828638
PPP1R14C	0	0.11862322
GADD45GIP1	0	0.094829333
WDR48	0	0.153132118
EXOC6	0	0.065656493
SMARCC2	0	0.09177683
NPLOC4	0	0.09462569
ZNF417	0	0.062465548
FAM76A	0	0.351039363
UBALD1	0	0.147897953
SPATA20	0	0.074074443
GDAP1	0	0.176516253
NUBPL	0	0.370140413
ABHD4	0	-0.004194813
DEPTOR	0	-0.033744323
SLC35B2	0	0.386852448
PUM2	0	0.392159943
NDNF	0	0.194884743
ITFG1	0	0.174365503
GOLGA5	0	-0.01200013
UBA3	0	0.456066323
NANP	0	0.081753578
FAM213B	0	0.35864198
ZCRB1	0	0.118771608
PIGX	0	0.161205953
DNAJB14	0	0.132916268
SLC25A40	0	0.67106513
TMEM167A	0	0.411912695
PIP4K2C	0	0.040339555
WDR20	0	0.168376838
TRMT10A	0	0.290760678
TBC1D15	0	0.127674243
RDH11	0	0.089805998
TMEM163	0	0.055399128
LRRC20	0	0.204811868
MRPL30	0	0.272720173
NT5C	0	0.290570608
FAM45A	0	0.261980388
ZFAND1	0	0.561230163
KIAA1524	0	0.254311615
PI4K2B	0	0.238843263
STT3B	0	0.415068553
PNPT1	0	0.24822849
CERK	0	0.143688435
SPPL2B	0	0.25019392
SPPL2A	0	0.704534148
HM13	0	0.21071329
CD99L2	0	0.34382176
MAPK15	0	0.489432123
BICD2	0	0.137161068
NEK9	0	0.086919958
ZNF675	0	0.246923688
CHD6	0	0.045383023
GPT2	0	0.31462136
DTX3L	0	0.05864204
DDX54	0	0.134964948
MCOLN3	0	0.601462285
BLOC1S5	0	0.106851873
DLG5	0	0.037232058
BRIX1	0	0.461233083
RNASEH2C	0	0.248040118
GNPDA2	0	0.047000083
TRAF3IP1	0	0.467374178
FAT3	0	0.139393925
NEK7	0	0.10476005
RB1CC1	0	0.55794055
MICAL1	0	0.04329512
ELP5	0	0.478225613
ADAMTS16	0	0.200122173
EPS8L1	0	0.15252495
SSH3	0	0.166221218
PXYLP1	0	0.600741825
NSUN6	0	0.234344605
TBCK	0	0.121944905
DTD1	0	0.07773804
DCAF11	0	0.09862081
RNF128	0	0.193865788
UTP15	0	0.262670833
GPX8	0	0.17122953
DOT1L	0	0.245231298
NUP210	0	0.231658218
CEP192	0	0.450553058
SNX29	0	0.20142524
GEMIN5	0	0.207696315
PIGO	0	0.21154443
RAPGEF6	0	0.227122765
SMCR8	0	0.69205251
PARD3	0	0.067897058
IPO4	0	0.170613703
USP33	0	0.273539303
PNISR	0	0.064912628
PPP4R1	0	0.079143333
FNIP1	0	0.153631515
ZFP90	0	0.334765815
ZNF526	0	0.221281563
ZNF384	0	0.038005555
WIPF2	0	0.259377855
ABHD5	0	0.249339693
SETD7	0	0.330355045
NOC3L	0	0.024749285
SCARB1	0	0.474504223
COG1	0	0.305465233
NPRL2	0	0.503836005
GATSL3	0	0.201610805
SCFD2	0	0.29072779
SMAP2	0	0.194351153
ZC3H15	0	-0.009649533
PPIL4	0	0.153421265
GTF3C2	0	0.102574645
TBC1D22A	0	0.361607818
TSKU	0	0.174697908
PHF10	0	0.03900886
RAB2B	0	0.078608588
CCDC12	0	0.237104593
PPP1R13L	0	0.284465048
FAM172A	0	0.03250398
CHURC1	0	0.48718415
TGFBRAP1	0	0.00475373
TMEM263	0	0.099955575
PTPMT1	0	0.285596465
NUP133	0	0.139476395
PDCD6IP	0	0.073000433
UBTD2	0	1.056080528
FBLIM1	0	-0.021271538
CACTIN	0	0.68554377
GATAD1	0	0.103496535
BRK1	0	0.65189618
CHMP7	0	0.07231217
THEM6	0	0.085672965
NAT14	0	0.160312805
BCL7C	0	0.176961745
PHLDA1	0	0.027666105
SNX33	0	0.597418695
TRIM41	0	0.189977875
CCDC107	0	0.037114545
PTCD2	0	0.441816045
NUDT8	0	0.33486989
LACE1	0	0.302856275
ZFAND2B	0	0.45952147
LEO1	0	-0.018396685
DCAKD	0	0.063972823
RNF138	0	0.122022648
NUDCD2	0	0.293141788
SNRNP27	0	0.983123058
ANKRD49	0	0.557178955
TFB1M	0	0.084660583
STAG1	0	0.145069603
SCFD1	0	0.04130363
CANT1	0	0.041480243
TRAPPC12	0	0.20818011
HNRNPLL	0	0.21554495
FAR1	0	0.193478903
UBLCP1	0	0.300988825
PCNP	0	0.07002819
DNAJA4	0	0.472759233
SPRYD4	0	0.4306791
GLMP	0	0.169712088
C2ORF47	0	0.30399835
TRUB1	0	0.073442553
LMO7	0	0.051336955
SLC44A1	0	0.19071702
ATXN2L	0	0.21255691
PHIP	0	0.04400868
RTN4IP1	0	0.543136198
SELM	0	0.127250423
PRPF31	0	0.05618818
LIPH	0	0.64726451
NELFB	0	0.28303415
PALLD	0	0.30045877
RUFY2	0	0.399940515
SREK1	0	0.336708668
GEMIN6	0	0.624766765
CASKIN2	0	0.053794638
STON2	0	0.148381433
PSPC1	0	0.08768372
ATL1	0	0.250923345
MADD	0	0.33720587
SYNE2	0	-0.024418905
GATAD2B	0	0.117516615
PIBF1	0	0.193720663
DNAJC9	0	0.22914283
AUTS2	0	0.005865078
BBX	0	0.430688343
CTNNBL1	0	0.311575493
ING5	0	0.116519638
ATG4A	0	0.144408253
AHCTF1	0	-0.049936818
DGCR8	0	0.206033848
TTN	0	0.563500955
RFFL	0	0.203698865
OVCA2	0	0.195813878
LZIC	0	0.077502205
POMGNT1	0	0.174015883
IRGQ	0	0.164083308
DDB2	0	0.088432303
TFAP2B	0	0.086668468
AQP3	0	0.591853435
SMPDL3A	0	0.80867329
SMPDL3B	0	0.254565245
DDX1	0	0.072741338
SLC39A7	0	0.891091473
HSD17B8	0	0.145309313
FAM3C	0	0.163160908
H1FX	0	0.0904276
PSMF1	0	0.159349003
GBF1	0	0.163439423
LPIN2	0	0.387619743
SMG7	0	0.816380975
RTF1	0	0.079091383
NCSTN	0	0.197144475
SNX19	0	0.08674724
TM9SF4	0	0.165827848
TMEM131	0	0.005230828
IP6K1	0	0.320655353
MRPS27	0	0.124254755
ELMO1	0	0.111344378
WASF1	0	0.069294868
BAP1	0	0.421110615
FIG4	0	0.637619368
AP3S1	0	0.055550178
TSC1	0	0.188817768
UBXN4	0	-0.062302938
PHF3	0	0.005222043
NDRG1	0	0.065186475
HSPH1	0	0.202573223
8-Sep	0	0.257398488
RQCD1	0	0.001946723
TBC1D5	0	0.162166883
ZNF592	0	0.035824275
EDEM1	0	0.583239688
MYO18A	0	0.025543028
LARP4B	0	0.13149328
GCN1L1	0	0.18709089
ZNF516	0	0.11315208
DHX38	0	0.223332348
NUP205	0	0.270581188
ANKS1A	0	0.389879953
PXDN	0	0.082315713
LPAR1	0	0.117847848
PIGK	0	0.568886348
GTF3A	0	0.423018493
MRPS31	0	0.184764523
AKAP1	0	0.171988273
SORL1	0	0.211275603
NRGN	0	0.305277023
ANP32B	0	0.424462155
PVRL2	0	0.439236935
RABGGTA	0	0.095314908
PRCC	0	0.166023955
TFG	0	0.148427738
USP6NL	0	0.08647898
ARPC1A	0	0.100020775
GTF2H4	0	0.16491537
RREB1	0	0.034889438
HDAC2	0	0.531494228
STAM	0	0.05694707
DPF2	0	0.140146133
PROX1	0	0.30050898
CREBBP	0	0.113788875
KAT6A	0	0.14940147
DLG3	0	0.058132875
SYMPK	0	0.07271065
N4BP2L2	0	0.125446775
TAF15	0	0.132117765
GOLGA1	0	0.127893473
EVPL	0	0.086319855
GGH	0	0.645748373
NRCAM	0	0.273015568
CORO2A	0	0.044955135
KAT2A	0	0.057458503
DDX17	0	0.209639238
BCL2L2	0	0.083072243
TANK	0	-0.00453772
PMM1	0	-0.012051823
RAD50	0	0.041823593
CELF1	0	0.021752808
OSTF1	0	0.014985333
ARHGEF1	0	0.119971948
ERCC4	0	0.26616598
UFD1L	0	0.26305793
GLG1	0	0.123807068
UPF1	0	0.077141085
HPS1	0	0.56575504
CDS1	0	0.36348761
COPS5	0	0.269395233
GPKOW	0	0.11093958
SMARCC1	0	0.225235283
SMARCD2	0	0.202542853
RAB8B	0	0.039886928
BAD	0	0.031207753
KHSRP	0	0.218653905
GCDH	0	0.252903505
SLCO2A1	0	-0.004578635
RIT1	0	0.44908878
SNAPC3	0	0.403991148
TNPO1	0	0.267636568
ARHGEF2	0	0.137981363
EMG1	0	0.196133463
CLP1	0	0.46256106
GLMN	0	0.36502066
KAT5	0	0.18319714
BRF1	0	0.662692788
USP13	0	0.343134043
USP9X	0	0.035782445
USP7	0	0.06534609
CUL5	0	0.103098963
STMN2	0	0.024937473
ATP6V0A1	0	0.203861625
LPP	0	0.03256092
RBPMS	0	0.265331115
EXT2	0	0.02642115
ART4	0	0.37067228
SECISBP2L	0	-0.026988778
MED12	0	0.2580406
TATDN2	0	0.22508003
HIST1H2BH	0	0.861728793
ATP2A3	0	0.137979745
PTP4A1	0	0.08099654
PHKB	0	0.253971113
SCAMP4	0	0.034954925
TSR2	0	0.079357248
SMARCE1	0	0.028789713
RFK	0	0.075482118
CNKSR1	0	0.083453238
MYDGF	0	0.131643185
LOH12CR1	0	0.15182584
MAL2	0	0.890398165
YIPF5	0	-0.10474477
UBE2F	0	0.07130236
PIGT	0	0.244432763
IGSF8	0	0.088829118
RPL36AL	0	0.04836045
RAB24	0	0.382836043
L3MBTL2	0	0.046181575
ZNF622	0	0.317046323
GFM2	0	0.140149628
SNX21	0	0.393149995
NT5C3B	0	0.19279779
WBP2	0	0.073957343
PSMG2	0	0.46157332
NCLN	0	0.207915495
MUL1	0	0.312135603
ERGIC1	0	0.413287813
CIRH1A	0	0.145596535
GTPBP3	0	0.862817138
TBRG4	0	0.122412858
2-Mar	0	0.347757868
CCDC102A	0	0.167586428
C11ORF52	0	0.325305563
FAM162A	0	0.086383733
CCDC47	0	0.25436272
MRPL24	0	0.386650075
SYAP1	0	0.212424108
MARVELD3	0	0.150586363
EXOC4	0	0.047684595
MAGOHB	0	0.186227688
KIAA1191	0	0.065174235
RFT1	0	0.100202998
ISOC2	0	0.123730908
FERMT2	0	0.037353848
PNPLA2	0	0.354550663
FUBP1	0	0.124806805
TTC17	0	0.226415368
SLC25A46	0	0.420895675
LRRC59	0	0.190754808
CLUAP1	0	0.18896499
VTI1A	0	0.10052546
TMEM143	0	0.237250135
PBXIP1	0	0.257202443
MCUR1	0	0.080938113
KIAA1143	0	0.340353098
RPE	0	0.095270413
VPS33A	0	0.098832588
MIB2	0	0.21219944
FKBP10	0	0.414883085
TTC28	0	0.381860525
ISG20	0	0.439315403
TMEM45B	0	0.005385325
C18ORF25	0	0.145611845
EXOSC8	0	0.282942315
C10ORF32	0	0.397445263
TOMM6	0	0.109029073
ZNF428	0	0.219356893
TMEM159	0	0.23991381
SH3KBP1	0	0.355801893
PHF21A	0	0.20221875
NACC2	0	0.121585015
RNF25	0	0.877303835
AIDA	0	0.057978738
PINX1	0	0.161432225
ARL8A	0	0.08153045
TADA1	0	0.07893865
OTULIN	0	0.506994118
CHCHD1	0	0.145656708
PPWD1	0	0.142953495
CCDC127	0	0.483925
COA7	0	0.515331993
TESC	0	0.139273148
PTER	0	0.012789278
TAMM41	0	0.77593399
SARAF	0	0.403843918
TBC1D20	0	0.096557113
FAM136A	0	0.232432765
EFHD2	0	0.408662008
GALM	0	0.255853443
SYTL4	0	0.484371685
RUNDC1	0	0.090153528
PYCR2	0	0.10536924
ZNF524	0	0.420536008
C12ORF43	0	0.45681431
DCPS	0	0.144405713
SDCCAG3	0	0.229615263
INTS12	0	-0.004627353
NSUN4	0	0.302266663
RHBDF1	0	0.065287963
FBXL8	0	0.012033915
PPCDC	0	0.23946813
CHMP4C	0	0.038845783
RPUSD4	0	0.509034953
NXNL1	0	1.544306708
ACSF2	0	0.11648421
LRRC45	0	0.01436316
ISOC1	0	0.161405875
GCC1	0	0.054566923
FLYWCH2	0	0.041801995
GRAMD1A	0	0.08269677
SLC25A36	0	0.631443778
HAUS1	0	0.1071964
FAF2	0	0.181686858
ZNF689	0	0.213167253
CCDC124	0	0.183534395
FOXRED1	0	0.279282355
OPTN	0	0.010792333
AP2M1	0	0.071258528
TUBGCP3	0	0.03949337
KCTD12	0	0.026211843
RCN3	0	0.072943585
NMD3	0	0.089717273
ADCK4	0	0.24024523
REPS1	0	0.4614224
DNAJC19	0	0.219695138
RMDN1	0	0.132410565
ECHDC3	0	0.328522168
NUDT16	0	0.185171565
DGCR14	0	0.764974538
MSI2	0	0.369898875
SNRNP40	0	0.168205915
NXPE2	0	0.43535342
C18ORF8	0	0.123687818
MTFMT	0	0.231673933
BPIFA2	0	1.479669158
ARHGEF26	0	-0.059197858
ITPKC	0	0.036628885
PABPC5	0	0.15921414
MRPL38	0	0.171559895
ERLEC1	0	0.41233701
MRRF	0	0.119677983
RBMXL1	0	0.04414828
OMA1	0	0.168023755
SPDL1	0	-0.04939249
ELP4	0	0.357729813
SIRT1	0	0.251048518
YIPF6	0	0.164182975
HOOK2	0	0.100269915
SEH1L	0	0.21379147
TCEAL4	0	0.428411185
KIAA1279	0	0.411048813
GNPNAT1	0	0.305627838
FAM120B	0	0.125165218
MRPS24	0	0.15858274
MRPL53	0	0.080428753
RNF31	0	0.26750047
CHFR	0	0.178161683
DAZAP1	0	0.359859915
CCDC51	0	0.15845574
RRP36	0	0.777797605
RBM33	0	0.195162118
DTNBP1	0	0.053290738
HSPBAP1	0	0.131215073
DNAJA3	0	0.12363682
TMA16	0	0.24055577
PTCD3	0	0.234581025
MMAB	0	0.281154933
ADAT3	0	0.243765595
MCRS1	0	0.228618068
CYFIP2	0	-0.031145823
NRBF2	0	0.049854493
CCDC97	0	0.22700377
EDC3	0	0.34233716
Q96FF7	0	0.947632394
MEF2BNB	0	0.07411603
DYNLL2	0	0.397412893
WDR89	0	0.348399025
DTD2	0	0.029707273
S100A16	0	0.055497658
SCRN2	0	0.015381145
THOC1	0	0.168698498
OTUB1	0	0.159200178
TRMT61A	0	0.22535859
HMCES	0	0.13652476
CHMP6	0	0.26559362
PGM2	0	0.15263726
IMP4	0	0.231939375
CERS2	0	0.37001766
MED8	0	0.218237623
DUS3L	0	0.21149868
LTV1	0	0.253056883
SDSL	0	0.137310345
MRPL48	0	0.127260153
VMP1	0	0.309573375
PDXP	0	0.207871335
CALML4	0	0.328302253
RNF185	0	0.569511308
DCUN1D1	0	0.093220865
FAM89A	0	0.458962088
TRMT2B	0	0.22169446
FAHD2A	0	0.285619493
SMARCD1	0	0.020962305
TOE1	0	0.084836308
CDCA7L	0	0.056823953
DDX27	0	0.203307208
C17ORF59	0	-0.004601138
MARS2	0	0.258539843
APIP	0	0.086453463
ZC2HC1A	0	0.088580898
SNF8	0	0.146959198
ZNF486	0	0.390998313
MYO19	0	0.168663695
ZC3HAV1L	0	0.310128703
POM121	0	-0.060609205
TONSL	0	0.460724298
PDLIM5	0	0.1489297
CRELD1	0	0.15089624
ERO1L	0	0.492609815
SENP5	0	0.409551028
C7ORF55	0	0.355254843
AHCYL2	0	0.085679398
DOCK6	0	0.03834053
OXNAD1	0	0.22335021
ZNF419	0	0.229614173
CDKN2AIPNL	0	0.282999545
MED30	0	-0.00944534
PGAM5	0	0.103495628
SGSM3	0	0.18244575
TMEM41A	0	0.39615855
INTS4	0	0.029870933
DDRGK1	0	0.076759928
DHTKD1	0	0.36504322
SCLY	0	0.04650597
FUBP3	0	0.111446383
RBM17	0	0.054066858
COX14	0	1.203516323
WBSCR16	0	0.160158573
NARS2	0	0.456277395
SUCLG2	0	0.242618033
AJUBA	0	0.053665158
FBXL20	0	0.22991589
LRCH3	0	0.159728058
GMPPA	0	0.340324725
BOD1	0	0.274820035
APOPT1	0	0.248927245
ZNF414	0	0.132950238
HPDL	0	0.721577683
ABHD14B	0	0.093445928
NGLY1	0	-0.01775553
SEC22A	0	0.198107963
USMG5	0	0.282743055
NSL1	0	0.174448623
PAWR	0	0.098685705
METTL2A	0	0.23813115
RSRC1	0	0.090855028
THOC3	0	0.251140603
ITCH	0	0.161220473
COG3	0	0.105859143
CDK5RAP3	0	0.17711343
VPS39	0	0.200079098
CCDC132	0	0.2005547
VCPIP1	0	0.195243858
RADIL	0	0.089353928
SPG11	0	0.11681158
ELMO2	0	0.095593915
TMX3	0	0.087747023
DCAF5	0	0.309276873
ZNF462	0	0.209263718
CHAMP1	0	0.011935333
L3MBTL3	0	0.209307318
LCOR	0	-0.098976013
ZFP91	0	0.197945688
SERAC1	0	0.14976861
BTF3L4	0	0.107054863
RNF170	0	0.11807342
ZFYVE19	0	0.14966382
SLC35E1	0	0.205537728
TMEM87B	0	0.50597944
ZNF668	0	0.02767461
USP47	0	0.067767095
CLPTM1L	0	0.206890928
PBK	0	0.335211745
DNAJC1	0	0.121535383
SCYL1	0	0.041876518
HIST1H2AH	0	0.188082503
ZNF512B	0	0.168453118
FAM84B	0	0.104718165
RPGRIP1	0	1.16387962
EXOC2	0	0.28568587
CNDP2	0	0.09699005
PPP1R13B	0	0.276627518
EHMT2	0	0.423793748
ZFR	0	0.098170325
B3GALT6	0	0.178418165
NSD1	0	1.006411395
EP400	0	0.01422921
SNX27	0	0.027996083
KIF16B	0	0.464463148
PRMT6	0	0.47704783
BMF	0	0.09571951
DHRS1	0	0.107966935
DNAJC30	0	0.713669063
UBE2E2	0	0.766548585
RNPC3	0	0.108871855
C9ORF89	0	0.492301848
PRRC1	0	0.049811948
FGD4	0	0.081318603
FBXL18	0	0.253273558
ZNF512	0	0.082467818
NSMCE2	0	0.558338505
NDNL2	0	0.138819333
TMEM68	0	0.22913738
HS6ST2	0	0.366883933
YTHDC1	0	0.112261825
CCDC43	0	0.04356743
COG8	0	0.451731628
ZNF48	0	0.603393718
WDR92	0	0.08072412
NOL4L	0	0.336244985
VSTM2L	0	0.006279798
TTC14	0	0.582153588
PWWP2A	0	0.719965185
MBOAT7	0	0.13041993
DOCK7	0	0.1206177
RILP	0	0.131596008
SFXN2	0	0.28922225
ZNF830	0	0.100874743
ZMAT2	0	0.232193928
FAM210A	0	0.25315473
CCDC115	0	0.285136345
NAP1L5	0	0.16268727
LRRC7	0	0.451327793
CLIC6	0	0.273497958
PVRL4	0	0.173740625
NSUN5	0	0.14509256
RPRD1A	0	0.29819668
COL21A1	0	0.543536793
AGAP3	0	0.253491833
ARAP1	0	0.01101942
IPO9	0	0.3704574
NECAB3	0	0.056643505
MIA2	0	0.321094803
ARHGEF17	0	0.237496628
INPP4A	0	0.198996435
MCEE	0	0.179675593
RBM14	0	0.31593591
RCHY1	0	0.3477412
SORCS2	0	0.196822043
UHRF2	0	0.422560943
NEDD4L	0	0.159613613
QKI	0	0.127768708
LENG8	0	0.118401573
FMNL2	0	0.397636863
PUS7	0	0.204686348
FAM111A	0	0.171023813
TRAPPC9	0	0.267398958
TRNT1	0	0.062605863
SMG1	0	0.120068443
ALS2	0	0.03050732
TMEM237	0	0.285926715
PPP1R10	0	0.167716583
FYTTD1	0	0.186642315
SLC2A13	0	0.14517611
TEFM	0	0.273928178
RAB3IP	0	0.07656235
MTMR9	0	0.268113835
VPS35	0	0.142496808
PURB	0	0.29489189
PHF12	0	0.14961436
MAGI1	0	0.18341222
NACC1	0	0.2608105
SNX18	0	0.328345723
CIC	0	0.324753403
UIMC1	0	0.339483163
MED15	0	0.176977488
GFM1	0	0.341873093
ERGIC2	0	0.151521913
MCCC1	0	0.095498713
CAMKK2	0	0.265573175
TGS1	0	0.024799158
NUDCD1	0	0.079555453
ERBB2IP	0	0.060692085
TUBGCP6	0	0.266874953
TUBGCP5	0	0.25250334
USP28	0	0.07983579
WDR24	0	0.146546335
C16ORF13	0	0.084941955
TP53RK	0	0.010805463
PIGS	0	0.25639241
WRNIP1	0	0.03950259
RANBP9	0	0.055543953
CLCC1	0	0.032347683
CCNL2	0	0.240605095
PPP1R9B	0	0.170194068
SRPK1	0	0.165840485
SMC6	0	0.16599354
STRBP	0	0.080092505
TMEM209	0	0.304211993
DIRC2	0	0.209897428
GPX7	0	0.083200723
FIZ1	0	0.120069558
CDK5RAP2	0	0.009178213
CYP2S1	0	0.546201968
IWS1	0	0.02958658
SIN3A	0	0.056210625
OSBPL9	0	0.173449943
CRBN	0	0.30700356
VWA9	0	0.140121308
ADO	0	0.163623255
CDK5RAP1	0	0.435882443
RSF1	0	0.042654455
RBM15	0	0.03795526
RUFY1	0	0.03885056
SPEN	0	0.03088996
PNKP	0	0.16155365
MMS19	0	0.182465923
UHRF1	0	0.2144174
FAM129B	0	0.064457803
YME1L1	0	0.36627649
RMDN3	0	0.071844705
MYCBP	0	0.148762698
CYTH2	0	0.061156355
ACOX2	0	0.306160863
TBCB	0	0.381029485
PSMB7	0	0.457255278
CNN2	0	0.417800508
SEC62	0	0.332694063
PCYT2	0	0.053181993
PHOX2B	0	1.02645625
CDC5L	0	0.041854998
PSMD1	0	0.32081975
SDF2	0	0.15441051
PFDN5	0	0.101930965
PAFAH2	0	0.139023803
RNF2	0	0.21782583
PARK7	0	0.300574828
GAS2L1	0	0.287504333
NEU1	0	0.21653557
SORT1	0	0.626697265
VAT1	0	-0.051460053
LGMN	0	0.09937998
PLIN2	0	-0.01139049
DNAJC2	0	0.103179973
MPHOSPH6	0	0.046880868
MPHOSPH8	0	0.059664523
NUP88	0	0.075990133
PKP4	0	0.020425458
PIK3R4	0	0.018688155
P2RX4	0	0.239631335
SERPINI1	0	0.204835428
POP1	0	0.112983613
TSC22D3	0	0.027100463
MNT	0	0.128165975
S100A13	0	0.569055143
SCAF11	0	0.160905918
TEAD3	0	0.091610445
